datetime,internet,hour,day_of_week,month,is_weekend,internet_roll_mean_24h,internet_roll_std_24h,internet_lag_24h
2013-11-01 00:00:00,9.393039954447573,0,4,11,0,9.840096363644383,0.5113507604844549,0.0
2013-11-01 01:00:00,7.775508538083233,1,4,11,0,8.895555134698114,1.0666573063684521,0.0
2013-11-01 02:00:00,6.922369668022498,2,4,11,0,8.303904462522391,1.1979984344904684,0.0
2013-11-01 03:00:00,6.425099984208555,3,4,11,0,7.80968231789112,1.343856989350604,0.0
2013-11-01 04:00:00,6.063906475063845,4,4,11,0,7.116993220517675,1.0802639128204534,9.393039954447573
2013-11-01 05:00:00,6.7108598276281315,5,4,11,0,6.6488368158588775,0.8269439267990392,7.775508538083233
2013-11-01 06:00:00,6.71115589753538,6,4,11,0,6.452302893178419,0.7089682748329621,6.922369668022498
2013-11-01 07:00:00,7.981013724673706,7,4,11,0,6.663258058423874,0.8944083207645789,6.425099984208555
2013-11-01 08:00:00,9.960371071775157,8,4,11,0,7.373531315756459,1.3702126728011879,6.063906475063845
2013-11-01 09:00:00,14.59205196479818,9,4,11,0,8.761681506238727,2.414292181849895,6.7108598276281315
2013-11-01 10:00:00,18.153316325045804,10,4,11,0,11.488357819476482,4.300953875918583,6.71115589753538
2013-11-01 11:00:00,20.174180337188748,11,4,11,0,14.520909680751892,4.722479918245169,7.981013724673706
2013-11-01 12:00:00,18.108894945389125,12,4,11,0,17.019622111932303,3.6534283085545325,9.960371071775157
2013-11-01 13:00:00,22.16239627846676,13,4,11,0,18.968182654713438,2.96654244986596,14.59205196479818
2013-11-01 14:00:00,19.20909580539203,14,4,11,0,19.800916157578232,3.0688918178285385,18.153316325045804
2013-11-01 15:00:00,19.14456828270987,15,4,11,0,19.699529192338666,2.96979224141541,20.174180337188748
2013-11-01 16:00:00,20.27061229377553,16,4,11,0,20.056749655147026,3.339585754607361,18.108894945389125
2013-11-01 17:00:00,19.807536261273363,17,4,11,0,20.012427849658465,2.732994685923341,22.16239627846676
