datetime,internet,hour,day_of_week,month,is_weekend,internet_roll_mean_24h,internet_roll_std_24h,internet_lag_24h
2013-11-01 00:00:00,44.287774499411846,0,4,11,0,48.94702379086633,6.53884575347713,0.0
2013-11-01 01:00:00,36.55419908111274,1,4,11,0,41.72039751186367,6.754383829409356,0.0
2013-11-01 02:00:00,29.69121209393317,2,4,11,0,38.119316225130895,7.205564293006058,0.0
2013-11-01 03:00:00,26.85409590146983,3,4,11,0,35.35514922354226,7.625644136281644,0.0
2013-11-01 04:00:00,26.573240257906196,4,4,11,0,31.364612691208958,5.346716325271899,44.287774499411846
2013-11-01 05:00:00,25.92005367288669,5,4,11,0,28.343423760643475,3.3952809477327435,36.55419908111274
2013-11-01 06:00:00,29.891562880513636,6,4,11,0,27.215729732616797,2.287952502888968,29.69121209393317
2013-11-01 07:00:00,32.01061829126048,7,4,11,0,27.88182169045606,2.965893054386648,26.85409590146983
2013-11-01 08:00:00,72.05358366351868,8,4,11,0,33.70509779889296,12.536519352435468,26.573240257906196
2013-11-01 09:00:00,67.66555013466612,9,4,11,0,45.887052769032856,23.34772832249433,25.92005367288669
2013-11-01 10:00:00,78.3716881909295,10,4,11,0,58.26965205022936,26.6236505374192,29.891562880513636
2013-11-01 11:00:00,77.5594644922051,11,4,11,0,69.4070214093665,22.40335495134157,32.01061829126048
2013-11-01 12:00:00,73.06940596322906,12,4,11,0,75.65648868888128,16.989842992738716,72.05358366351868
2013-11-01 13:00:00,64.71485083371037,13,4,11,0,74.02947298940275,15.905937502312844,67.66555013466612
2013-11-01 14:00:00,64.71909241303582,14,4,11,0,70.84046907417527,11.102111432619779,78.3716881909295
2013-11-01 15:00:00,73.41165192815447,15,4,11,0,69.37933826405647,9.699799816021898,77.5594644922051
2013-11-01 16:00:00,69.14429712187375,16,4,11,0,68.29876124620799,7.935414066603978,73.06940596322906
2013-11-01 17:00:00,100.75838283030215,17,4,11,0,73.14623668727181,15.272075165316194,64.71485083371037
2013-11-01 18:00:00,100.05138484881725,18,4,11,0,81.9731907156931,20.239061577740156,64.71909241303582
2013-11-01 19:00:00,79.19979230528513,19,4,11,0,87.27843338058301,21.290433759727666,73.41165192815447
2013-11-01 20:00:00,78.02475489892073,20,4,11,0,89.97974694857834,22.0994712019375,69.14429712187375
2013-11-01 21:00:00,113.38088064237526,21,4,11,0,90.67906769465701,22.626203393459367,100.75838283030215
2013-11-01 22:00:00,83.80944315758188,22,4,11,0,92.2273789246961,25.099044155013477,100.05138484881725
2013-11-01 23:00:00,54.17105287810509,23,4,11,0,84.34697779675018,27.750447724413934,79.19979230528513
2013-11-02 00:00:00,38.076807403889546,0,5,11,1,75.37587951390174,31.37164583876861,78.02475489892073
2013-11-02 01:00:00,30.865227329432418,1,5,11,1,60.946332399286725,31.337004736653952,113.38088064237526
2013-11-02 02:00:00,25.841903586132386,2,5,11,1,41.42093996784458,13.791067843131088,83.80944315758188
2013-11-02 03:00:00,25.040236279201597,3,5,11,1,32.83107109063527,9.009870044129007,54.17105287810509
2013-11-02 04:00:00,24.60211939140608,4,5,11,1,27.741330447787362,4.261191760586475,38.076807403889546
2013-11-02 05:00:00,23.83675685375583,5,5,11,1,25.577654184968477,2.7557365312645863,30.865227329432418
2013-11-02 06:00:00,27.58339387127165,6,5,11,1,24.872358847801475,2.286086914788004,25.841903586132386
2013-11-02 07:00:00,31.765060993905752,7,5,11,1,26.05562217519497,3.5782587876341583,25.040236279201597
2013-11-02 08:00:00,42.55405849910945,8,5,11,1,29.558785560432955,6.777122458692124,24.60211939140608
2013-11-02 09:00:00,61.94551307699019,9,5,11,1,36.55714039379662,12.06842193621371,23.83675685375583
2013-11-02 10:00:00,68.85151303011752,10,5,11,1,47.021698479271286,15.96219559121567,27.58339387127165
2013-11-02 11:00:00,84.4161279809458,11,5,11,1,59.09637603671005,16.726793529736128,31.765060993905752
2013-11-02 12:00:00,91.87665760922816,12,5,11,1,71.75907747257361,15.959574938430649,42.55405849910945
2013-11-02 13:00:00,75.47804967467157,13,5,11,1,79.07481041598406,11.933872557902165,61.94551307699019
2013-11-02 14:00:00,91.36558048107389,14,5,11,1,83.01478945033075,10.036557799112783,68.85151303011752
2013-11-02 15:00:00,113.59783741776074,15,5,11,1,92.16325772596302,23.021448471071086,84.4161279809458
2013-11-02 16:00:00,95.4571396439443,16,5,11,1,94.06714677335158,23.664029993855024,91.87665760922816
2013-11-02 17:00:00,85.72060356603252,17,5,11,1,96.12842825795373,22.44251100248788,75.47804967467157
2013-11-02 18:00:00,89.99918793779393,18,5,11,1,97.28715176933446,22.38203962235943,91.36558048107389
2013-11-02 19:00:00,87.06965177777766,19,5,11,1,90.66547895700675,13.547561960688519,113.59783741776074
2013-11-02 20:00:00,78.33076578792809,20,5,11,1,87.03555948777758,15.043077144001446,95.4571396439443
2013-11-02 21:00:00,54.2702634037305,21,5,11,1,80.41481696093125,19.070523354215023,85.72060356603252
2013-11-02 22:00:00,57.06296708050234,22,5,11,1,72.13452593528154,20.53224985822952,89.99918793779393
2013-11-02 23:00:00,54.02117529175457,23,5,11,1,63.96211451900123,17.283581142878017,87.06965177777766
2013-11-03 00:00:00,50.86467531005574,0,6,11,1,56.77527080248362,9.31751085317559,78.33076578792809
2013-11-03 01:00:00,38.85370083969068,1,6,11,1,51.82771452993355,7.822212360288109,54.2702634037305
2013-11-03 02:00:00,30.858031075824226,2,6,11,1,46.703100412384,10.537472098411326,57.06296708050234
2013-11-03 03:00:00,24.823786851191084,3,6,11,1,39.492965819933374,11.545850531200676,54.02117529175457
2013-11-03 04:00:00,23.972538740594615,4,6,11,1,32.12849478985988,8.550140515516956,50.86467531005574
2013-11-03 05:00:00,23.289327119393267,5,6,11,1,27.07827066181468,4.821058768540021,38.85370083969068
2013-11-03 06:00:00,26.165317414383097,6,6,11,1,24.76201128804297,2.1525203577871888,30.858031075824226
2013-11-03 07:00:00,30.726753871077936,7,6,11,1,25.23370932367625,2.709567701183507,24.823786851191084
2013-11-03 08:00:00,38.09050205662762,8,6,11,1,27.456216733637792,5.370601629472472,23.972538740594615
2013-11-03 09:00:00,48.40677608480038,9,6,11,1,32.88552852376191,9.7557060058948,23.289327119393267
2013-11-03 10:00:00,59.509715578003984,10,6,11,1,40.37937682457701,12.958234609811633,26.165317414383097
2013-11-03 11:00:00,73.3948275781289,11,6,11,1,50.14328937963597,15.76820844383051,30.726753871077936
2013-11-03 12:00:00,71.15142721198582,12,6,11,1,60.25326934253592,14.728841752632198,38.09050205662762
2013-11-03 13:00:00,83.17596168572862,13,6,11,1,67.7231638386258,12.725638308180196,48.40677608480038
2013-11-03 14:00:00,80.80831027401666,14,6,11,1,75.71697590446841,13.11183478194278,59.509715578003984
2013-11-03 15:00:00,94.21875764748148,15,6,11,1,79.72021133169179,13.509329617037745,73.3948275781289
2013-11-03 16:00:00,70.80144280752789,16,6,11,1,82.46976621461317,17.136789483680403,71.15142721198582
2013-11-03 17:00:00,97.2046844936561,17,6,11,1,83.67107008416158,18.41896917984752,83.17596168572862
2013-11-03 18:00:00,82.48032778383227,18,6,11,1,86.05058829684377,21.653568148148224,80.80831027401666
2013-11-03 19:00:00,72.30026975767811,19,6,11,1,84.27507983063053,20.64469013564027,94.21875764748148
2013-11-03 20:00:00,74.67433873927256,20,6,11,1,81.74259030989457,19.704049200785192,70.80144280752789
2013-11-03 21:00:00,69.73801188677442,21,6,11,1,79.35881454796964,18.364779626736155,97.2046844936561
2013-11-03 22:00:00,69.22352839549684,22,6,11,1,71.86196092301783,12.373440577041087,82.48032778383227
2013-11-03 23:00:00,58.59550424219176,23,6,11,1,68.47615503200241,13.947991951104163,72.30026975767811
2013-11-04 00:00:00,42.37273787797929,0,0,11,0,63.42817596397909,15.503374210672314,74.67433873927256
2013-11-04 01:00:00,27.98228419929609,1,0,11,0,53.70637328962656,19.474426638803877,69.73801188677442
2013-11-04 02:00:00,26.514374420292185,2,0,11,0,43.95333423671923,19.52319856667936,69.22352839549684
2013-11-04 03:00:00,24.049906460423724,3,0,11,0,34.363656985819475,15.515619004010437,58.59550424219176
2013-11-04 04:00:00,24.274167789674678,4,0,11,0,26.84312619844091,3.8497009527252435,42.37273787797929
2013-11-04 05:00:00,24.99882888555059,5,0,11,0,25.076205820233096,2.0554669634583154,27.98228419929609
2013-11-04 06:00:00,39.393619993763984,6,0,11,0,26.28679984656633,4.572873468601262,26.514374420292185
2013-11-04 07:00:00,81.37698951570424,7,0,11,0,36.39333634535187,19.57322128311905,24.049906460423724
2013-11-04 08:00:00,131.70849927380158,8,0,11,0,57.195175311405585,36.65281643580356,24.274167789674678
2013-11-04 09:00:00,145.18536942660307,9,0,11,0,89.22593941791291,52.14509901896164,24.99882888555059
2013-11-04 10:00:00,107.02280501378907,10,0,11,0,109.41432540944838,41.02427482049436,39.393619993763984
2013-11-04 11:00:00,111.65722063475003,11,0,11,0,120.93622105500312,31.327227809051568,81.37698951570424
2013-11-04 12:00:00,134.08703501905842,12,0,11,0,125.30371385273294,27.766665731392596,131.70849927380158
2013-11-04 13:00:00,107.21235172129512,13,0,11,0,117.09012799175764,16.38741790445668,145.18536942660307
2013-11-04 14:00:00,112.3682096753081,14,0,11,0,116.48622306310465,14.467313330671848,107.02280501378907
2013-11-04 15:00:00,124.15609041831807,15,0,11,0,117.14340579792623,15.35649442487906,111.65722063475003
2013-11-04 16:00:00,118.16113794348293,16,0,11,0,116.91380028584756,15.784084635474068,134.08703501905842
2013-11-04 17:00:00,128.0797577329728,17,0,11,0,117.98791981933812,15.910543369686232,107.21235172129512
2013-11-04 18:00:00,117.77893079947671,18,0,11,0,121.37708003406387,16.119664452591035,112.3682096753081
2013-11-04 19:00:00,109.37026022058616,19,0,11,0,122.01350252624815,16.172996382966286,124.15609041831807
2013-11-04 20:00:00,86.94872085949858,20,0,11,0,114.02352086739289,19.498050288090084,118.16113794348293
2013-11-04 21:00:00,73.65624226515033,21,0,11,0,102.87820776497085,22.07852565230184,128.0797577329728
2013-11-04 22:00:00,73.93865959346934,22,0,11,0,89.19581267472411,22.0441699853111,117.77893079947671
2013-11-04 23:00:00,59.17976356037244,23,0,11,0,77.84622065405789,15.61476808757279,109.37026022058616
2013-11-05 00:00:00,45.396383410281,0,1,11,0,67.57546445445118,15.694569241649058,86.94872085949858
2013-11-05 01:00:00,30.18530702052171,1,1,11,0,56.63217838297013,18.519117589926974,73.65624226515033
2013-11-05 02:00:00,25.469377757689614,2,1,11,0,46.33660094585718,18.790021395897224,73.93865959346934
2013-11-05 03:00:00,24.661591123292798,3,1,11,0,34.7344828060725,11.328717560591265,59.17976356037244
2013-11-05 04:00:00,22.979387622280644,4,1,11,0,27.835450389596662,5.865855819568349,45.396383410281
2013-11-05 05:00:00,22.84927932263267,5,1,11,0,24.669938445329496,2.7690818418359435,30.18530702052171
2013-11-05 06:00:00,34.6047706078094,6,1,11,0,24.823379002972022,3.5794044842362602,25.469377757689614
2013-11-05 07:00:00,85.18706684739935,7,1,11,0,33.66208032202067,18.099910676160864,24.661591123292798
2013-11-05 08:00:00,114.11990899071382,8,1,11,0,54.597657875537685,36.36541173318918,22.979387622280644
2013-11-05 09:00:00,120.29092514829377,9,1,11,0,78.89662176000762,40.11623593246788,22.84927932263267
2013-11-05 10:00:00,115.96843205036619,10,1,11,0,100.87902939381974,28.664129396709583,34.6047706078094
2013-11-05 11:00:00,120.09207310216773,11,1,11,0,114.79275296434797,12.233106253383369,85.18706684739935
2013-11-05 12:00:00,129.2308805601924,12,1,11,0,119.49734230566565,11.421961314683266,114.11990899071382
2013-11-05 13:00:00,146.41405495872115,13,1,11,0,124.04241853020714,13.392741036579219,120.29092514829377
2013-11-05 14:00:00,137.12682132564234,14,1,11,0,131.86881756069872,17.19409774829043,115.96843205036619
2013-11-05 15:00:00,109.48297923219788,15,1,11,0,132.39904073342254,17.999995484365524,120.09207310216773
2013-11-05 16:00:00,152.47638348697066,16,1,11,0,132.82820775854253,23.99588274592593,129.2308805601924
2013-11-05 17:00:00,124.30836354382473,17,1,11,0,134.3286334046268,33.209838275596475,146.41405495872115
2013-11-05 18:00:00,123.19509962726575,18,1,11,0,128.248297496239,32.339467818000514,137.12682132564234
2013-11-05 19:00:00,105.54198500748485,19,1,11,0,126.945956596852,33.208392729969674,109.48297923219788
2013-11-05 20:00:00,84.88675143014383,20,1,11,0,118.4882899846349,31.766906763880645,152.47638348697066
2013-11-05 21:00:00,95.75695934236948,21,1,11,0,104.48802352919955,23.13976748898944,124.30836354382473
2013-11-05 22:00:00,83.58886294423445,22,1,11,0,96.84079959410992,20.309824323473013,123.19509962726575
2013-11-05 23:00:00,65.85829842494577,23,1,11,0,87.42925317679999,19.107346535598435,105.54198500748485
2013-11-06 00:00:00,42.73141274492935,0,2,11,0,76.32205254983383,24.04745519969948,84.88675143014383
2013-11-06 01:00:00,36.951464628551456,1,2,11,0,63.934882471944185,24.501323384999136,95.75695934236948
2013-11-06 02:00:00,40.32174425768256,2,2,11,0,50.372757383992585,17.313458019238194,83.58886294423445
2013-11-06 03:00:00,32.01011263204061,3,2,11,0,40.7890713010055,7.287324832512283,65.85829842494577
2013-11-06 04:00:00,27.777365305102496,4,2,11,0,35.55006961825719,5.853153657139355,42.73141274492935
