datetime,internet,hour,day_of_week,month,is_weekend,internet_roll_mean_24h,internet_roll_std_24h,internet_lag_24h
2013-11-01 00:00:00,0.15238127732434453,0.0,4.0,11.0,0.0,0.15282321018494074,0.019808488046940517,0.0
2013-11-01 01:00:00,0.12992905991222434,1.0,4.0,11.0,0.0,0.14220689040231063,0.02238853929187758,0.0
2013-11-01 02:00:00,0.12238321434105574,2.0,4.0,11.0,0.0,0.1339599423490099,0.0295186205948412,0.0
2013-11-01 03:00:00,0.11947554802170218,3.0,4.0,11.0,0.0,0.13243200558880158,0.028883431803534716,0.0
2013-11-01 04:00:00,0.11582400613821875,4.0,4.0,11.0,0.0,0.1250162811393307,0.029201349843429633,0.15238127732434453
2013-11-01 05:00:00,0.13277148865299945,5.0,4.0,11.0,0.0,0.12343836045402441,0.0303060181671881,0.12992905991222434
2013-11-01 06:00:00,0.13128633588332714,6.0,4.0,11.0,0.0,0.1256335790841848,0.028778008393440333,0.12238321434105574
2013-11-01 07:00:00,0.12231018168671491,7.0,4.0,11.0,0.0,0.12470090813164052,0.02703967639719178,0.11947554802170218
2013-11-01 08:00:00,0.1358540808393888,8.0,4.0,11.0,0.0,0.1288846050258729,0.023423447469273034,0.11582400613821875
2013-11-01 09:00:00,0.16762970582360534,9.0,4.0,11.0,0.0,0.13529376911976182,0.02407898838234535,0.13277148865299945
2013-11-01 10:00:00,0.17757690723702443,10.0,4.0,11.0,0.0,0.14588587225329516,0.0259880292560508,0.13128633588332714
2013-11-01 11:00:00,0.1730221540739,11.0,4.0,11.0,0.0,0.15863554860475823,0.025117853019280583,0.12231018168671491
2013-11-01 12:00:00,0.20752012607608453,12.0,4.0,11.0,0.0,0.17463590288526168,0.025873927804403566,0.1358540808393888
2013-11-01 13:00:00,0.2183679404105571,13.0,4.0,11.0,0.0,0.19130980669908274,0.038103541872646834,0.16762970582360534
2013-11-01 14:00:00,0.21416823569867924,14.0,4.0,11.0,0.0,0.2010815641385847,0.03800025335260262,0.17757690723702443
2013-11-01 15:00:00,0.19471490577036563,15.0,4.0,11.0,0.0,0.206901057280704,0.03763399831384493,0.1730221540739
2013-11-01 16:00:00,0.19539354375591703,16.0,4.0,11.0,0.0,0.2071583846315798,0.038278185190026265,0.20752012607608453
2013-11-01 17:00:00,0.2028715533899197,17.0,4.0,11.0,0.0,0.20086884598290908,0.03069025504800335,0.2183679404105571
2013-11-01 18:00:00,0.21447623508145944,18.0,4.0,11.0,0.0,0.19992397970348366,0.0328439455275873,0.21416823569867924
2013-11-01 19:00:00,0.19271304908924045,19.0,4.0,11.0,0.0,0.20308300719303804,0.03610617373263502,0.19471490577036563
2013-11-01 20:00:00,0.2037251172425069,20.0,4.0,11.0,0.0,0.20220776713439773,0.034384693744470916,0.19539354375591703
2013-11-01 21:00:00,0.20465171374943494,21.0,4.0,11.0,0.0,0.20361962428419822,0.0340625452522724,0.2028715533899197
2013-11-01 22:00:00,0.18518799038677147,22.0,4.0,11.0,0.0,0.2010629193508836,0.037186980398491984,0.21447623508145944
2013-11-01 23:00:00,0.12973854389366382,23.0,4.0,11.0,0.0,0.1860199900829783,0.04151935197335615,0.19271304908924045
2013-11-02 00:00:00,0.13004134655926913,0.0,5.0,11.0,1.0,0.16976402908174512,0.04975113055506805,0.2037251172425069
2013-11-02 01:00:00,0.12348733507360703,1.0,5.0,11.0,1.0,0.1511113406281747,0.047299367257171154,0.20465171374943494
2013-11-02 02:00:00,0.1276870397854849,2.0,5.0,11.0,1.0,0.1325790238654983,0.03292654742117545,0.18518799038677147
2013-11-02 03:00:00,0.1283134319853951,3.0,5.0,11.0,1.0,0.126367169478906,0.0236585616832734,0.12973854389366382
2013-11-02 04:00:00,0.11618944802381503,4.0,5.0,11.0,1.0,0.12490876597387683,0.021295298624959384,0.13004134655926913
2013-11-02 05:00:00,0.12286873794945917,5.0,5.0,11.0,1.0,0.12300957953840992,0.019772214957468934,0.12348733507360703
2013-11-02 06:00:00,0.12806027674684353,6.0,5.0,11.0,1.0,0.12398141161236076,0.01884455342990862,0.1276870397854849
2013-11-02 07:00:00,0.14177910176655326,7.0,5.0,11.0,1.0,0.12634423270502723,0.019515543682639285,0.1283134319853951
2013-11-02 08:00:00,0.16367795963310408,8.0,5.0,11.0,1.0,0.13276882846511948,0.01978678694106638,0.11618944802381503
2013-11-02 09:00:00,0.2012244665461489,9.0,5.0,11.0,1.0,0.15059169413021814,0.03256357366579425,0.12286873794945917
2013-11-02 10:00:00,0.19842389015666517,10.0,5.0,11.0,1.0,0.16847350639839676,0.036694856293428335,0.12806027674684353
2013-11-02 11:00:00,0.23059094061235255,11.0,5.0,11.0,1.0,0.1910159049764756,0.04020844269631881,0.14177910176655326
2013-11-02 12:00:00,0.21129954475813748,12.0,5.0,11.0,1.0,0.20711434376364124,0.03248963318567002,0.16367795963310408
2013-11-02 13:00:00,0.23144450446493978,13.0,5.0,11.0,1.0,0.2158010429244138,0.03169708436254425,0.2012244665461489
2013-11-02 14:00:00,0.2026966275228839,14.0,5.0,11.0,1.0,0.2196965491353637,0.031233985749255334,0.19842389015666517
2013-11-02 15:00:00,0.16312719844612214,15.0,5.0,11.0,1.0,0.20902724123516525,0.033864659948833885,0.23059094061235255
2013-11-02 16:00:00,0.20492825421527353,16.0,5.0,11.0,1.0,0.20258264346351731,0.03831293630086527,0.21129954475813748
2013-11-02 17:00:00,0.20207283368156115,17.0,5.0,11.0,1.0,0.19644136646435606,0.03500189460854875,0.23144450446493978
