datetime,internet,hour,day_of_week,month,is_weekend,internet_roll_mean_24h,internet_roll_std_24h,internet_lag_24h
2013-11-01 00:00:00,4.162025815890689,0,4,11,0,4.417786007534768,0.6088462893355904,0.0
2013-11-01 01:00:00,3.1152558377784465,1,4,11,0,3.8649301503275093,0.7647411030651704,0.0
2013-11-01 02:00:00,2.779696266702583,2,4,11,0,3.4724504500930533,0.796591828781569,0.0
2013-11-01 03:00:00,2.88425516803447,3,4,11,0,3.2880545413054723,0.7571246996725209,0.0
2013-11-01 04:00:00,2.9117540630234546,4,4,11,0,3.0395595443414813,0.5443685128676229,4.162025815890689
2013-11-01 05:00:00,2.8317758634152193,5,4,11,0,2.839748970538525,0.35136794321443277,3.1152558377784465
2013-11-01 06:00:00,3.0174298203833056,6,4,11,0,2.884632305125574,0.42189720265115893,2.779696266702583
2013-11-01 07:00:00,3.4060838460537917,7,4,11,0,2.959404572221377,0.44976935640593857,2.88425516803447
2013-11-01 08:00:00,3.911204880424561,8,4,11,0,3.1848867221045283,0.5660941746824323,2.9117540630234546
2013-11-01 09:00:00,5.123417361036628,9,4,11,0,3.623576467152676,0.8306617718278871,2.8317758634152193
2013-11-01 10:00:00,5.9662555582895775,10,4,11,0,4.230276313690482,1.1038368348811147,3.0174298203833056
2013-11-01 11:00:00,5.656575308495463,11,4,11,0,4.943415630543368,1.147538651616549,3.4060838460537917
2013-11-01 12:00:00,5.9439460295230075,12,4,11,0,5.492447586738533,1.0412743804667552,3.911204880424561
2013-11-01 13:00:00,5.840446264787025,13,4,11,0,5.847814273737004,1.0623846974608688,5.123417361036628
2013-11-01 14:00:00,6.076047301408835,14,4,11,0,5.878055418615851,1.0679296512034024,5.9662555582895775
2013-11-01 15:00:00,6.549434034349318,15,4,11,0,6.005111965093614,1.1004198587784193,5.656575308495463
2013-11-01 16:00:00,7.412580904385351,16,4,11,0,6.252176477078566,1.1690646815133634,5.9439460295230075
2013-11-01 17:00:00,6.107500096541958,17,4,11,0,6.481394332886047,1.0546038610394814,5.840446264787025
2013-11-01 18:00:00,5.9353844185651985,18,4,11,0,6.585816225728824,0.9205319422357894,6.076047301408835
2013-11-01 19:00:00,6.722224938671309,19,4,11,0,6.528329180294264,0.9676349925245898,6.549434034349318
2013-11-01 20:00:00,6.284669551436855,20,4,11,0,6.390475493405724,0.9613592278994685,7.412580904385351
2013-11-01 21:00:00,5.991781590329797,21,4,11,0,6.246790225788658,0.8834330675036407,6.107500096541958
2013-11-01 22:00:00,5.610344093880236,22,4,11,0,6.198051560077279,0.9160807215340494,5.9353844185651985
2013-11-01 23:00:00,3.934526083893712,23,4,11,0,5.783444531960098,1.111848272053223,6.722224938671309
2013-11-02 00:00:00,3.531039404317015,0,5,11,1,5.107789277907522,1.2826087693067023,6.284669551436855
2013-11-02 01:00:00,2.621676810109759,1,5,11,1,4.268900504236764,1.2832962053262091,5.991781590329797
2013-11-02 02:00:00,2.235922187679859,2,5,11,1,3.400803329469704,1.0251379389028554,5.610344093880236
2013-11-02 03:00:00,2.1594466590470813,3,5,11,1,2.7830277136864674,0.7696463859000792,3.934526083893712
2013-11-02 04:00:00,2.447220475843223,4,5,11,1,2.4417476157140743,0.43226034913667255,3.531039404317015
2013-11-02 05:00:00,2.256430703824218,5,5,11,1,2.2860565101879793,0.26002508667978097,2.621676810109759
2013-11-02 06:00:00,3.1447741426331626,6,5,11,1,2.3791480373353253,0.38467663550744785,2.235922187679859
2013-11-02 07:00:00,3.2782544250872565,7,5,11,1,2.6773172459151255,0.596319937039315,2.1594466590470813
2013-11-02 08:00:00,4.584146650576767,8,5,11,1,3.064739738100368,0.8113336182621825,2.447220475843223
2013-11-02 09:00:00,6.523766262940711,9,5,11,1,3.9909071153631466,1.5263574783904834,2.256430703824218
2013-11-02 10:00:00,6.106796277420113,10,5,11,1,4.829498701099956,1.6677309351341842,3.1447741426331626
2013-11-02 11:00:00,5.793211891715033,11,5,11,1,5.485451094840152,1.445769129322789,3.2782544250872565
2013-11-02 12:00:00,5.904941531587203,12,5,11,1,5.99979654380133,1.0693580322749645,4.584146650576767
2013-11-02 13:00:00,5.043009473099931,13,5,11,1,5.82970724116463,0.8957987711365472,6.523766262940711
2013-11-02 14:00:00,5.237676924811121,14,5,11,1,5.622612550876476,0.7130647351535174,6.106796277420113
2013-11-02 15:00:00,5.55937512088013,15,5,11,1,5.463854279526046,0.8428344661757797,5.793211891715033
